,qps05,rec05,qps10,rec10,qps20,rec20,brute
0,10141.800825019465,0.60158,8101.872992546199,0.78638,5459.666997468481,0.9176,425.4633857167869
1,5406.238971440268,0.66946,3841.737035397841,0.81834,1974.1093195116161,0.92012,425.4633857167869
2,2201.193386486324,0.7933,1502.796991929483,0.88406,749.9012183134274,0.96336,425.4633857167869
3,1017.8125149542561,0.87404,699.7634690617018,0.94102,436.62983425529393,0.98062,425.4633857167869
4,493.024514378428,0.99998,283.05078939802337,0.99998,202.80510481377328,0.99998,425.4633857167869
